powerInW,timeInMinutes
50.0,0
0.0,1
30.0,2
85.0,3
80.0,4
72.0,5
71.0,6
97.0,7
75.0,8
1982.0,9
1896.0,10
1960.0,11
1950.0,12
1936.0,13
1954.0,14
1950.0,15
84.0,16
84.0,17
89.0,18
79.0,19
93.0,20
76.0,21
98.0,22
100.0,23
107.0,24
81.0,25
101.0,26
80.0,27
101.0,28
78.0,29
101.0,30
80.0,31
108.0,32
79.0,33
97.0,34
84.0,35
104.0,36
109.0,37
87.0,38
110.0,39
95.0,40
110.0,41
78.0,42
105.0,43
85.0,44
95.0,45
1944.0,46
108.0,47
85.0,48
104.0,49
87.0,50
108.0,51
127.0,52
117.0,53
84.0,54
98.0,55
75.0,56
103.0,57
75.0,58
106.0,59
105.0,60
99.0,61
86.0,62
112.0,63
87.0,64
114.0,65
114.0,66
92.0,67
87.0,68
85.0,69
102.0,70
90.0,71
106.0,72
85.0,73
111.0,74
89.0,75
113.0,76
84.0,77
113.0,78
91.0,79
128.0,80
85.0,81
108.0,82
85.0,83
115.0,84
108.0,85
41.0,86
153.0,87
181.0,88
161.0,89
20.0,90
20.0,91
86.0,92
126.0,93
106.0,94
113.0,95
102.0,96
123.0,97
50.0,98
129.0,99
171.0,100
157.0,101
20.0,102
20.0,103
87.0,104
109.0,105
104.0,106
95.0,107
123.0,108
166.0,109
120.0,110
143.0,111
195.0,112
173.0,113
26.0,114
86.0,115
127.0,116
115.0,117
125.0,118
95.0,119
119.0,120
103.0,121
48.0,122
158.0,123
151.0,124
223.0,125
221.0,126
111.0,127
28.0,128
43.0,129
