powerInW,timeInMinutes
1604.0,0
1566.0,1
1576.0,2
1576.0,3
1577.0,4
1575.0,5
1576.0,6
1608.0,7
1612.0,8
1607.0,9
1616.0,10
1615.0,11
1622.0,12
1618.0,13
1622.0,14
1622.0,15
1622.0,16
1622.0,17
1622.0,18
1586.0,19
1585.0,20
1581.0,21
1616.0,22
59.0,23
1621.0,24
1621.0,25
1621.0,26
1621.0,27
1621.0,28
1617.0,29
60.0,30
1613.0,31
1613.0,32
1613.0,33
1613.0,34
1613.0,35
1627.0,36
60.0,37
1637.0,38
1625.0,39
60.0,40
60.0,41
1635.0,42
1633.0,43
60.0,44
1631.0,45
1624.0,46
60.0,47
1638.0,48
1587.0,49
1587.0,50
1587.0,51
1587.0,52
1587.0,53
