powerInW,timeInMinutes
35.0,0
34.7,1
28.5,2
41.29,3
41.0,4
26.67,5
27.75,6
28.8,7
25.75,8
27.0,9
26.2,10
26.25,11
27.25,12
27.0,13
26.71,14
25.71,15
26.3,16
25.75,17
26.67,18
37.5,19
37.0,20
32.43,21
25.71,22
25.9,23
26.29,24
25.8,25
25.57,26
25.17,27
25.57,28
26.0,29
26.17,30
26.0,31
26.14,32
25.5,33
25.86,34
25.2,35
25.86,36
25.6,37
26.71,38
26.12,39
26.8,40
26.71,41
26.25,42
26.75,43
26.5,44
25.43,45
30.86,46
25.5,47
25.6,48
25.86,49
25.3,50
26.0,51
26.0,52
25.5,53
25.71,54
35.44,55
28.71,56
24.25,57
25.0,58
27.0,59
25.0,60
27.14,61
30.12,62
24.86,63
26.25,64
26.25,65
26.0,66
26.0,67
25.57,68
25.5,69
26.0,70
26.29,71
25.5,72
26.25,73
25.29,74
30.75,75
27.5,76
26.89,77
36.0,78
35.71,79
36.38,80
37.14,81
36.14,82
36.0,83
35.67,84
36.89,85
34.14,86
23.33,87
23.38,88
22.8,89
23.12,90
25.0,91
25.29,92
26.57,93
26.6,94
26.25,95
26.25,96
25.4,97
30.62,98
36.33,99
36.11,100
36.88,101
36.57,102
36.12,103
37.43,104
37.0,105
37.0,106
34.2,107
23.5,108
23.29,109
23.44,110
23.5,111
23.57,112
23.0,113
23.78,114
23.29,115
23.25,116
22.71,117
23.25,118
23.0,119
23.62,120
23.6,121
22.75,122
30.7,123
26.14,124
25.6,125
26.2,126
26.14,127
25.5,128
25.5,129
25.5,130
25.2,131
26.0,132
25.5,133
25.0,134
25.86,135
25.86,136
25.56,137
25.43,138
25.14,139
25.75,140
25.8,141
26.0,142
26.29,143
26.43,144
25.0,145
33.0,146
36.71,147
37.5,148
37.2,149
37.14,150
36.4,151
37.25,152
35.75,153
36.4,154
27.0,155
23.9,156
23.86,157
23.5,158
23.0,159
23.5,160
24.0,161
23.14,162
23.86,163
23.0,164
22.86,165
30.25,166
23.5,167
23.0,168
23.62,169
23.38,170
25.5,171
32.33,172
26.25,173
24.67,174
36.7,175
31.29,176
28.25,177
25.25,178
25.4,179
25.56,180
25.62,181
27.86,182
26.0,183
27.17,184
27.4,185
25.33,186
26.14,187
27.78,188
24.3,189
23.33,190
