powerInW,timeInMinutes
25.0,0
74.0,1
2238.0,2
2228.0,3
2239.0,4
2224.0,5
2237.0,6
2225.0,7
2235.0,8
80.0,9
71.0,10
75.0,11
88.0,12
88.0,13
73.0,14
75.0,15
86.0,16
63.0,17
26.0,18
74.0,19
2251.0,20
2232.0,21
2232.0,22
2240.0,23
80.0,24
87.0,25
71.0,26
83.0,27
86.0,28
77.0,29
87.0,30
71.0,31
79.0,32
70.0,33
70.0,34
2232.0,35
2222.0,36
2211.0,37
2217.0,38
2215.0,39
2223.0,40
2238.0,41
2224.0,42
1442.0,43
87.0,44
71.0,45
85.0,46
87.0,47
78.0,48
87.0,49
66.0,50
85.0,51
87.0,52
82.0,53
85.0,54
70.0,55
85.0,56
70.0,57
72.0,58
71.0,59
85.0,60
70.0,61
86.0,62
88.0,63
83.0,64
87.0,65
72.0,66
86.0,67
70.0,68
70.0,69
85.0,70
70.0,71
67.0,72
70.0,73
70.0,74
70.0,75
67.0,76
70.0,77
86.0,78
72.0,79
84.0,80
83.0,81
70.0,82
85.0,83
109.0,84
26.0,85
79.0,86
62.0,87
69.0,88
62.0,89
69.0,90
62.0,91
26.0,92
54.0,93
62.0,94
69.0,95
62.0,96
69.0,97
65.0,98
32.0,99
26.0,100
2269.0,101
2210.0,102
2217.0,103
2212.0,104
2214.0,105
2217.0,106
2207.0,107
2215.0,108
2200.0,109
2182.0,110
2190.0,111
2190.0,112
2179.0,113
2190.0,114
0.0,115
0.0,116
0.0,117
32.0,118
26.0,119
