powerInW,timeInMinutes
17.66,0
17.21,1
18.52,2
16.08,3
16.34,4
15.81,5
15.14,6
16.13,7
18.94,8
16.31,9
19.66,10
17.01,11
14.31,12
17.64,13
15.62,14
14.55,15
15.22,16
12.26,17
15.92,18
17.17,19
14.44,20
17.25,21
17.84,22
15.13,23
17.09,24
15.73,25
18.29,26
20.09,27
15.27,28
15.85,29
16.8,30
15.51,31
14.44,32
17.22,33
15.18,34
16.65,35
15.21,36
16.76,37
14.48,38
18.36,39
14.9,40
16.51,41
18.54,42
14.05,43
15.62,44
17.76,45
18.71,46
17.16,47
14.65,48
16.18,49
20.27,50
18.29,51
17.07,52
15.1,53
14.0,54
13.48,55
12.08,56
