powerInW,timeInMinutes
14.21,0
14.98,1
16.37,2
14.77,3
16.61,4
17.94,5
13.12,6
16.91,7
16.45,8
14.85,9
19.02,10
18.3,11
15.06,12
16.2,13
15.68,14
17.76,15
20.31,16
16.48,17
17.45,18
13.91,19
14.61,20
15.51,21
18.09,22
19.81,23
13.9,24
19.76,25
13.31,26
14.84,27
12.5,28
18.87,29
16.75,30
15.04,31
17.4,32
14.36,33
15.26,34
14.86,35
15.65,36
14.98,37
17.01,38
16.04,39
20.62,40
17.23,41
19.0,42
15.79,43
16.26,44
19.88,45
18.32,46
14.79,47
18.49,48
15.13,49
15.71,50
16.22,51
16.32,52
16.24,53
13.53,54
14.69,55
16.72,56
15.16,57
14.65,58
15.76,59
17.32,60
15.99,61
15.02,62
14.53,63
15.49,64
18.19,65
17.45,66
14.45,67
14.23,68
