powerInW,timeInMinutes
140.82,0
240.47,1
245.21,2
242.59,3
238.35,4
236.69,5
749.66,6
2086.14,7
2078.45,8
2063.56,9
2075.19,10
2073.9,11
2066.02,12
2065.86,13
2065.86,14
2061.61,15
2056.66,16
2046.1,17
2043.41,18
2037.38,19
2043.94,20
261.54,21
203.76,22
222.23,23
227.14,24
1755.11,25
2062.81,26
2063.31,27
2062.66,28
2062.66,29
2052.52,30
2050.3,31
2051.24,32
2058.03,33
2052.86,34
2049.5,35
2054.04,36
2049.1,37
2044.6,38
2048.89,39
1695.7,40
212.85,41
211.24,42
213.68,43
213.68,44
213.23,45
211.24,46
207.21,47
204.87,48
202.27,49
200.8,50
196.33,51
193.16,52
189.77,53
188.36,54
187.38,55
187.38,56
85.62,57
132.56,58
146.91,59
146.91,60
217.75,61
216.03,62
215.48,63
215.48,64
92.37,65
194.05,66
155.42,67
155.13,68
126.3,69
0.0,70
149.82,71
1543.05,72
2002.08,73
1999.85,74
1999.85,75
1994.29,76
2002.96,77
2008.98,78
1997.84,79
1993.84,80
1980.75,81
1984.73,82
1985.17,83
1988.93,84
1992.48,85
1986.48,86
1981.6,87
2000.68,88
1994.9,89
1994.9,90
1995.78,91
1994.89,92
1994.02,93
1992.89,94
937.91,95
