powerInW,timeInMinutes
15.4,0
12.29,1
14.87,2
13.15,3
17.84,4
14.33,5
15.57,6
14.97,7
15.47,8
15.38,9
16.51,10
18.77,11
16.89,12
17.55,13
15.58,14
14.48,15
15.47,16
18.18,17
17.99,18
18.67,19
15.93,20
14.09,21
14.52,22
15.76,23
15.12,24
16.16,25
16.85,26
16.72,27
17.92,28
13.71,29
16.26,30
15.14,31
16.82,32
16.97,33
15.84,34
18.21,35
15.84,36
18.02,37
16.9,38
15.15,39
19.22,40
20.47,41
13.52,42
19.24,43
18.15,44
16.87,45
16.49,46
16.35,47
13.5,48
18.52,49
14.79,50
16.16,51
16.94,52
14.8,53
21.33,54
16.59,55
16.93,56
15.45,57
17.03,58
15.84,59
16.19,60
16.27,61
15.92,62
14.91,63
16.03,64
