powerInW,timeInMinutes
684.29,0
1289.75,1
2327.57,2
2328.75,3
2361.29,4
2334.29,5
1930.0,6
2356.0,7
2353.67,8
2424.25,9
2019.5,10
1854.5,11
1869.5,12
1734.8,13
1946.0,14
1287.5,15
2376.12,16
1767.0,17
1558.62,18
2157.75,19
1037.29,20
1862.5,21
1934.1,22
1819.0,23
1734.0,24
1804.75,25
1822.5,26
1760.86,27
1413.0,28
1408.57,29
1783.5,30
1851.75,31
1065.4,32
1825.62,33
793.86,34
1975.33,35
1817.5,36
173.5,37
170.71,38
161.0,39
168.8,40
170.0,41
168.17,42
167.0,43
164.88,44
168.25,45
169.0,46
171.6,47
151.29,48
