powerInW,timeInMinutes
1251.75,0
2363.56,1
2394.67,2
2406.62,3
2404.89,4
1432.67,5
2131.56,6
1880.44,7
1411.89,8
1849.5,9
1641.78,10
1383.56,11
1654.78,12
1891.67,13
1117.33,14
2392.0,15
1437.11,16
1410.0,17
1392.22,18
897.11,19
1546.12,20
1625.56,21
1630.56,22
1126.67,23
1369.89,24
1542.0,25
1605.56,26
1831.33,27
1372.44,28
1361.0,29
1239.5,30
1243.9,31
1034.44,32
1573.89,33
1369.89,34
1517.5,35
156.56,36
153.4,37
137.78,38
151.89,39
153.88,40
154.56,41
155.33,42
139.0,43
152.38,44
155.78,45
153.67,46
140.11,47
