powerInW,timeInMinutes
117.6,0
88.22,1
80.33,2
80.67,3
92.88,4
95.56,5
96.11,6
96.78,7
97.1,8
96.88,9
96.89,10
96.44,11
96.0,12
95.56,13
95.38,14
94.78,15
95.0,16
94.78,17
94.62,18
94.11,19
94.22,20
93.89,21
93.67,22
93.38,23
93.33,24
93.78,25
93.56,26
92.78,27
92.62,28
92.22,29
92.44,30
92.0,31
92.0,32
91.88,33
91.67,34
91.67,35
91.11,36
91.38,37
91.33,38
91.11,39
90.78,40
90.44,41
90.62,42
90.33,43
90.22,44
90.33,45
90.7,46
89.88,47
89.56,48
89.78,49
90.0,50
89.75,51
89.78,52
89.8,53
89.11,54
89.78,55
89.25,56
89.33,57
89.22,58
89.0,59
58.4,60
