powerInW,timeInMinutes
106.4,0
88.67,1
79.11,2
78.33,3
92.22,4
94.12,5
95.22,6
96.0,7
95.56,8
95.25,9
95.44,10
94.89,11
95.33,12
94.9,13
94.75,14
94.67,15
94.33,16
94.22,17
93.62,18
93.78,19
93.67,20
93.33,21
93.56,22
93.12,23
93.0,24
93.11,25
92.89,26
92.75,27
92.0,28
91.8,29
91.89,30
91.89,31
91.75,32
91.67,33
91.44,34
91.44,35
91.38,36
91.2,37
91.89,38
91.56,39
90.44,40
90.5,41
90.33,42
90.67,43
90.56,44
90.5,45
90.33,46
90.5,47
90.22,48
90.0,49
89.75,50
89.55,51
89.56,52
89.67,53
89.5,54
89.5,55
89.67,56
75.17,57
