powerInW,timeInMinutes
115.09,0
116.03,1
124.34,2
121.97,3
114.53,4
90.5,5
106.31,6
104.6,7
109.64,8
113.2,9
111.47,10
102.08,11
97.17,12
117.88,13
113.45,14
108.91,15
103.61,16
121.45,17
115.88,18
94.28,19
119.74,20
89.15,21
91.33,22
115.43,23
101.43,24
97.36,25
92.76,26
115.92,27
113.14,28
110.17,29
107.13,30
97.14,31
108.0,32
91.58,33
117.71,34
104.33,35
107.96,36
92.77,37
122.56,38
82.32,39
105.21,40
107.85,41
117.37,42
96.72,43
116.73,44
117.68,45
101.01,46
92.15,47
119.8,48
90.89,49
120.86,50
116.06,51
106.4,52
108.76,53
