powerInW,timeInMinutes
137.32,0
110.34,1
125.53,2
124.85,3
109.52,4
118.27,5
120.46,6
126.64,7
135.2,8
121.94,9
121.64,10
114.5,11
128.51,12
124.4,13
122.12,14
126.17,15
102.91,16
129.75,17
128.09,18
126.94,19
119.26,20
133.09,21
122.01,22
124.35,23
124.42,24
124.64,25
116.39,26
115.55,27
117.49,28
132.59,29
127.93,30
134.64,31
114.09,32
129.24,33
125.87,34
119.9,35
145.29,36
129.75,37
123.93,38
119.04,39
126.62,40
125.54,41
122.27,42
129.71,43
118.97,44
110.98,45
121.55,46
120.2,47
126.33,48
130.83,49
99.82,50
105.99,51
129.81,52
118.29,53
121.62,54
133.74,55
123.94,56
123.35,57
126.16,58
125.31,59
121.5,60
123.59,61
127.14,62
127.58,63
109.26,64
117.1,65
122.21,66
123.72,67
116.05,68
128.19,69
127.15,70
117.77,71
131.73,72
127.17,73
128.16,74
137.82,75
122.4,76
132.9,77
121.65,78
121.03,79
118.92,80
125.91,81
114.75,82
127.34,83
124.67,84
110.23,85
121.63,86
124.44,87
127.93,88
125.48,89
135.37,90
129.16,91
118.83,92
114.55,93
110.42,94
114.72,95
115.32,96
125.93,97
136.77,98
137.68,99
