powerInW,timeInMinutes
3.36,0
2.76,1
2.9,2
3.03,3
2.89,4
3.06,5
3.5,6
3.13,7
2.81,8
3.14,9
2.9,10
2.52,11
3.28,12
23.63,13
26.78,14
23.67,15
20.49,16
25.59,17
25.53,18
21.15,19
22.43,20
24.23,21
22.57,22
19.43,23
21.67,24
24.62,25
22.44,26
23.38,27
24.79,28
23.72,29
26.11,30
27.89,31
22.71,32
21.89,33
22.39,34
25.36,35
22.6,36
22.52,37
24.52,38
22.18,39
25.16,40
26.02,41
23.28,42
23.39,43
20.97,44
24.99,45
23.58,46
20.57,47
20.57,48
21.79,49
23.46,50
24.28,51
24.89,52
25.31,53
22.89,54
21.27,55
22.42,56
22.27,57
24.37,58
24.74,59
25.08,60
21.24,61
23.08,62
24.11,63
24.26,64
24.92,65
21.91,66
24.73,67
24.18,68
22.85,69
26.11,70
24.42,71
21.71,72
20.33,73
19.11,74
22.74,75
24.89,76
21.35,77
23.11,78
2.69,79
2.72,80
3.1,81
2.89,82
3.37,83
3.45,84
3.22,85
3.21,86
3.1,87
3.41,88
3.41,89
3.21,90
2.94,91
3.21,92
2.98,93
2.99,94
3.56,95
2.75,96
2.62,97
3.63,98
3.48,99
3.28,100
3.25,101
3.51,102
3.15,103
2.88,104
2.89,105
3.09,106
3.36,107
2.64,108
3.01,109
3.31,110
3.65,111
3.09,112
2.98,113
3.28,114
2.85,115
2.94,116
3.01,117
2.99,118
3.48,119
3.49,120
2.97,121
3.19,122
3.3,123
3.02,124
3.0,125
3.09,126
3.37,127
3.56,128
3.25,129
3.26,130
2.99,131
3.11,132
3.04,133
3.37,134
3.35,135
