powerInW,timeInMinutes
104.33,0
122.22,1
120.65,2
115.69,3
142.63,4
114.02,5
109.16,6
96.12,7
104.49,8
116.76,9
105.26,10
111.69,11
89.1,12
103.9,13
117.49,14
106.36,15
119.69,16
104.88,17
113.09,18
111.82,19
121.5,20
121.55,21
82.48,22
106.1,23
106.5,24
112.74,25
113.7,26
118.42,27
110.92,28
92.59,29
88.74,30
119.43,31
110.66,32
112.72,33
112.28,34
133.04,35
132.85,36
122.37,37
111.44,38
120.25,39
98.27,40
109.86,41
91.77,42
105.66,43
97.05,44
97.51,45
115.65,46
116.95,47
104.7,48
107.02,49
103.48,50
107.41,51
127.76,52
108.95,53
120.31,54
104.01,55
118.37,56
107.66,57
112.73,58
102.32,59
98.81,60
114.3,61
114.51,62
119.56,63
98.7,64
120.32,65
87.64,66
120.54,67
108.78,68
85.99,69
109.1,70
115.45,71
102.31,72
99.93,73
99.66,74
108.1,75
74.72,76
105.97,77
112.2,78
110.72,79
97.77,80
114.57,81
88.27,82
96.57,83
87.49,84
110.61,85
101.0,86
106.11,87
97.2,88
127.04,89
113.56,90
119.22,91
113.63,92
94.92,93
115.43,94
108.19,95
99.34,96
83.9,97
126.8,98
118.77,99
93.1,100
92.6,101
108.43,102
116.44,103
100.44,104
111.02,105
124.91,106
123.48,107
85.18,108
112.1,109
92.44,110
91.64,111
98.37,112
