powerInW,timeInMinutes
147.44,0
157.91,1
185.04,2
130.3,3
187.96,4
1315.96,5
1892.81,6
2192.15,7
1829.79,8
2335.89,9
1937.07,10
2002.65,11
2097.09,12
2150.56,13
1755.26,14
2085.15,15
1984.13,16
2291.96,17
1883.62,18
1906.7,19
1930.33,20
2013.89,21
2398.15,22
2175.83,23
1897.0,24
2121.76,25
2177.31,26
1949.35,27
2364.62,28
2146.29,29
232.55,30
147.82,31
131.84,32
113.48,33
126.6,34
212.66,35
188.51,36
261.88,37
86.21,38
152.05,39
179.71,40
197.21,41
216.79,42
161.68,43
167.82,44
167.34,45
167.04,46
103.79,47
115.77,48
94.04,49
234.86,50
223.44,51
0.0,52
172.53,53
151.03,54
211.58,55
205.38,56
171.38,57
160.82,58
157.79,59
174.15,60
177.96,61
248.72,62
276.12,63
852.66,64
308.52,65
287.4,66
206.3,67
0.0,68
89.62,69
65.14,70
