powerInW,timeInMinutes
2473.52,0
2465.84,1
1936.58,2
2215.97,3
2759.76,4
2323.04,5
2089.87,6
2331.07,7
2433.12,8
2269.25,9
2096.38,10
2393.28,11
2283.27,12
2496.38,13
317.57,14
259.8,15
224.69,16
245.51,17
231.2,18
211.93,19
252.12,20
258.24,21
208.48,22
266.21,23
212.35,24
283.45,25
226.77,26
210.52,27
260.62,28
255.06,29
245.05,30
264.18,31
227.63,32
245.18,33
239.73,34
234.04,35
218.52,36
251.77,37
247.89,38
246.23,39
225.45,40
205.6,41
249.84,42
239.08,43
263.65,44
211.38,45
270.22,46
207.63,47
213.49,48
204.67,49
252.55,50
220.04,51
186.06,52
275.81,53
259.41,54
240.89,55
232.76,56
249.39,57
242.62,58
186.3,59
205.27,60
276.92,61
239.55,62
249.27,63
248.91,64
227.8,65
255.57,66
283.02,67
250.32,68
248.74,69
270.48,70
252.46,71
248.83,72
224.68,73
231.36,74
268.04,75
227.25,76
244.61,77
237.5,78
236.93,79
277.44,80
252.71,81
222.19,82
229.89,83
264.85,84
229.11,85
236.63,86
257.97,87
253.24,88
2300.63,89
2418.46,90
2200.36,91
2073.03,92
2232.13,93
2311.08,94
2565.71,95
2582.57,96
1927.49,97
2734.5,98
