powerInW,timeInMinutes
2597.11,0
2829.3,1
2594.74,2
2238.89,3
2676.03,4
2695.3,5
2561.26,6
1947.92,7
2738.64,8
2787.4,9
2849.16,10
2645.07,11
2077.68,12
2769.17,13
2571.12,14
2357.31,15
0.0,16
0.0,17
0.0,18
0.0,19
1456.42,20
1314.28,21
1262.96,22
1240.54,23
1307.12,24
1236.45,25
1454.75,26
1038.4,27
1300.41,28
1156.56,29
1148.63,30
1287.9,31
1125.84,32
1228.51,33
1394.51,34
1422.54,35
1316.21,36
1345.2,37
1004.65,38
1154.68,39
1291.14,40
1383.75,41
1343.14,42
1091.87,43
1339.81,44
1140.21,45
1354.49,46
1057.7,47
1271.6,48
1350.51,49
1383.25,50
