powerInW,timeInMinutes
3.32,0
3.32,1
3.23,2
3.18,3
3.57,4
3.56,5
3.02,6
3.05,7
2.93,8
3.4,9
3.33,10
2.94,11
3.24,12
3.02,13
2.65,14
3.33,15
2.86,16
23.71,17
24.29,18
23.55,19
22.31,20
23.55,21
23.57,22
24.22,23
22.5,24
25.07,25
23.62,26
24.89,27
22.41,28
24.78,29
24.05,30
20.75,31
24.63,32
22.72,33
21.7,34
23.41,35
21.09,36
23.9,37
25.27,38
20.15,39
24.64,40
24.77,41
25.28,42
22.41,43
20.47,44
24.33,45
22.96,46
20.47,47
22.82,48
24.48,49
24.4,50
21.14,51
26.05,52
22.32,53
23.06,54
23.64,55
25.81,56
21.36,57
24.99,58
23.35,59
22.75,60
24.46,61
22.08,62
22.07,63
22.79,64
22.94,65
21.35,66
22.3,67
26.32,68
23.59,69
22.6,70
20.41,71
23.02,72
23.16,73
25.23,74
26.16,75
24.01,76
22.65,77
22.68,78
20.41,79
25.86,80
24.71,81
24.9,82
20.25,83
22.13,84
24.44,85
21.82,86
26.01,87
27.61,88
23.66,89
23.82,90
24.59,91
21.66,92
24.1,93
20.84,94
26.17,95
24.81,96
24.59,97
25.53,98
25.75,99
23.64,100
21.39,101
25.74,102
23.17,103
22.85,104
24.15,105
21.63,106
21.45,107
25.3,108
23.82,109
22.77,110
25.12,111
25.65,112
21.44,113
23.02,114
24.22,115
22.92,116
23.31,117
24.68,118
24.93,119
24.83,120
24.13,121
22.89,122
22.27,123
23.85,124
22.23,125
21.76,126
23.66,127
25.7,128
24.08,129
3.21,130
2.89,131
3.0,132
3.2,133
3.54,134
