powerInW,timeInMinutes
1778.11,0
1309.01,1
1693.34,2
1401.53,3
1455.56,4
1591.83,5
1499.38,6
1510.13,7
1574.4,8
1586.64,9
1648.01,10
1569.93,11
1699.55,12
1690.22,13
567.34,14
547.21,15
466.17,16
496.62,17
495.71,18
513.26,19
543.88,20
573.43,21
536.38,22
495.42,23
486.92,24
525.12,25
532.64,26
451.51,27
464.46,28
450.46,29
529.08,30
584.19,31
392.73,32
477.9,33
447.0,34
430.76,35
469.7,36
493.17,37
501.47,38
474.67,39
510.2,40
494.91,41
453.27,42
498.73,43
514.2,44
446.47,45
470.51,46
521.39,47
580.18,48
521.88,49
505.45,50
524.4,51
518.96,52
437.76,53
467.27,54
419.66,55
453.97,56
465.76,57
377.55,58
517.06,59
553.05,60
438.15,61
486.55,62
452.24,63
420.97,64
514.88,65
575.81,66
446.36,67
480.51,68
451.33,69
662.76,70
407.22,71
517.7,72
527.81,73
471.15,74
501.11,75
469.28,76
419.1,77
471.4,78
514.74,79
447.96,80
500.55,81
521.44,82
586.73,83
478.49,84
613.8,85
561.71,86
484.61,87
511.76,88
474.83,89
477.71,90
443.17,91
489.25,92
493.93,93
488.62,94
456.44,95
496.41,96
518.87,97
443.61,98
515.23,99
597.45,100
420.4,101
503.81,102
551.11,103
474.56,104
508.99,105
581.37,106
468.62,107
547.46,108
593.52,109
403.73,110
375.29,111
440.23,112
563.6,113
375.87,114
544.5,115
529.98,116
530.09,117
576.41,118
457.77,119
502.07,120
545.5,121
473.44,122
519.75,123
480.96,124
502.15,125
480.41,126
456.1,127
513.13,128
563.2,129
457.94,130
492.76,131
463.02,132
491.26,133
