powerInW,timeInMinutes
116.1,0
95.76,1
103.11,2
110.33,3
87.35,4
128.58,5
121.57,6
120.71,7
133.25,8
110.56,9
108.68,10
103.98,11
117.91,12
112.18,13
116.29,14
108.91,15
96.88,16
112.04,17
89.66,18
105.97,19
126.02,20
101.24,21
112.1,22
121.51,23
117.83,24
110.23,25
111.62,26
123.73,27
107.72,28
124.97,29
107.61,30
100.87,31
111.26,32
117.35,33
120.88,34
88.17,35
118.41,36
95.07,37
108.69,38
113.08,39
90.14,40
123.9,41
106.53,42
117.92,43
107.81,44
98.55,45
118.85,46
106.56,47
113.43,48
115.25,49
111.2,50
85.98,51
105.76,52
89.3,53
105.44,54
102.17,55
105.12,56
110.06,57
146.47,58
120.86,59
