powerInW,timeInMinutes
63.92,0
68.56,1
298.49,2
1894.33,3
1893.27,4
1896.7,5
1897.96,6
1906.14,7
1914.75,8
1907.66,9
1898.0,10
1890.08,11
1881.09,12
1878.32,13
1887.32,14
1892.23,15
1904.28,16
1889.04,17
1893.76,18
1001.48,19
74.89,20
71.3,21
73.53,22
73.14,23
76.23,24
76.23,25
75.69,26
73.2,27
74.77,28
75.67,29
75.18,30
76.04,31
74.81,32
73.95,33
74.62,34
75.11,35
73.47,36
78.13,37
74.69,38
76.41,39
76.21,40
76.23,41
73.17,42
76.31,43
417.95,44
1209.09,45
75.05,46
76.63,47
76.92,48
74.2,49
75.41,50
75.88,51
76.25,52
75.94,53
77.04,54
60.4,55
0.0,56
66.15,57
65.17,58
65.17,59
67.58,60
101.24,61
0.0,62
80.31,63
80.83,64
81.75,65
91.69,66
61.0,67
60.9,68
96.58,69
145.15,70
0.0,71
0.0,72
87.83,73
81.11,74
83.35,75
0.0,76
76.75,77
47.16,78
199.67,79
81.48,80
0.0,81
113.74,82
80.76,83
81.11,84
61.82,85
78.45,86
69.78,87
69.32,88
179.32,89
344.88,90
327.03,91
319.48,92
319.48,93
390.37,94
85.74,95
