powerInW,timeInMinutes
13.96,0
16.26,1
16.97,2
16.16,3
19.69,4
16.2,5
12.59,6
14.78,7
15.46,8
17.45,9
17.28,10
15.99,11
16.38,12
12.2,13
16.01,14
17.02,15
18.46,16
18.11,17
13.39,18
16.85,19
12.26,20
15.83,21
18.52,22
17.46,23
18.35,24
16.89,25
15.57,26
16.17,27
18.08,28
16.35,29
15.81,30
17.05,31
17.7,32
14.77,33
18.61,34
15.1,35
17.31,36
14.5,37
16.13,38
16.18,39
13.6,40
18.05,41
18.08,42
15.37,43
16.03,44
15.38,45
15.6,46
13.74,47
13.79,48
16.86,49
18.1,50
15.04,51
16.37,52
17.14,53
15.17,54
16.03,55
14.94,56
15.8,57
17.06,58
14.53,59
17.73,60
17.3,61
18.05,62
17.17,63
17.37,64
15.93,65
13.83,66
