powerInW,timeInMinutes
117.87,0
117.81,1
125.7,2
131.53,3
110.8,4
123.85,5
132.79,6
121.36,7
122.47,8
134.7,9
132.32,10
139.56,11
130.32,12
116.97,13
126.83,14
124.49,15
128.81,16
123.76,17
126.81,18
129.44,19
118.61,20
117.87,21
118.35,22
127.34,23
120.73,24
118.42,25
122.68,26
131.2,27
123.81,28
129.5,29
128.28,30
130.72,31
124.85,32
133.11,33
128.83,34
110.77,35
126.3,36
128.84,37
134.09,38
147.77,39
146.34,40
143.04,41
134.19,42
140.85,43
134.19,44
138.23,45
153.2,46
126.32,47
130.77,48
145.81,49
138.4,50
142.6,51
145.25,52
160.38,53
137.77,54
139.23,55
139.36,56
134.8,57
140.69,58
135.77,59
141.06,60
134.88,61
134.43,62
148.87,63
143.61,64
135.42,65
140.73,66
141.96,67
128.42,68
134.67,69
144.95,70
144.23,71
136.63,72
138.86,73
153.28,74
142.96,75
126.55,76
144.25,77
151.82,78
153.66,79
151.29,80
137.88,81
138.44,82
124.46,83
134.39,84
147.37,85
130.66,86
151.76,87
145.54,88
144.08,89
