powerInW,timeInMinutes
81.24,0
87.39,1
83.31,2
78.58,3
85.53,4
86.49,5
81.23,6
78.41,7
80.45,8
86.41,9
86.62,10
78.39,11
81.47,12
81.08,13
80.67,14
82.78,15
91.81,16
83.62,17
74.76,18
77.77,19
80.69,20
79.65,21
80.67,22
85.9,23
82.81,24
79.15,25
78.42,26
82.45,27
87.42,28
76.98,29
78.91,30
83.79,31
75.94,32
81.57,33
80.08,34
84.06,35
80.01,36
87.3,37
85.09,38
86.73,39
85.27,40
87.21,41
80.65,42
79.8,43
79.06,44
87.39,45
86.37,46
85.59,47
84.86,48
79.3,49
80.08,50
83.49,51
81.42,52
80.72,53
92.28,54
83.91,55
78.97,56
81.41,57
84.64,58
87.75,59
81.42,60
83.86,61
81.75,62
79.36,63
87.12,64
71.87,65
76.97,66
76.14,67
81.98,68
81.85,69
77.9,70
89.86,71
86.01,72
84.94,73
82.22,74
80.51,75
86.16,76
85.33,77
79.31,78
79.35,79
82.48,80
88.5,81
92.46,82
86.9,83
80.06,84
73.53,85
83.63,86
89.01,87
86.87,88
75.71,89
81.26,90
84.6,91
86.36,92
82.33,93
83.96,94
86.03,95
83.44,96
84.64,97
78.56,98
37.9,99
38.46,100
40.96,101
38.01,102
114.22,103
120.05,104
117.61,105
124.33,106
125.69,107
114.85,108
117.53,109
119.93,110
124.77,111
123.41,112
117.32,113
117.88,114
118.33,115
124.09,116
127.05,117
126.6,118
107.02,119
133.77,120
109.53,121
116.09,122
124.09,123
125.22,124
130.06,125
124.95,126
124.32,127
118.17,128
106.04,129
124.77,130
130.86,131
136.8,132
129.36,133
123.85,134
107.57,135
116.64,136
121.79,137
115.98,138
122.28,139
116.75,140
137.04,141
121.07,142
127.19,143
125.04,144
116.93,145
124.18,146
111.15,147
120.13,148
117.42,149
113.26,150
126.17,151
126.14,152
120.4,153
125.98,154
117.79,155
118.07,156
120.76,157
122.91,158
135.86,159
125.78,160
109.14,161
132.64,162
115.14,163
145.55,164
115.69,165
107.11,166
128.57,167
128.65,168
119.08,169
122.62,170
122.51,171
120.96,172
129.84,173
127.52,174
122.12,175
132.05,176
126.71,177
125.45,178
123.59,179
127.66,180
118.94,181
131.99,182
125.22,183
117.94,184
121.52,185
124.38,186
118.52,187
124.28,188
132.22,189
128.65,190
115.08,191
104.93,192
121.4,193
119.79,194
121.52,195
114.18,196
114.73,197
119.31,198
134.18,199
113.25,200
116.71,201
