powerInW,timeInMinutes
2501.9,0
2100.44,1
2147.56,2
2029.77,3
2300.05,4
2143.77,5
2305.7,6
2275.58,7
2479.32,8
2528.84,9
2515.9,10
2752.23,11
2529.79,12
2502.97,13
2083.33,14
2531.58,15
2822.14,16
0.0,17
0.0,18
0.0,19
1305.11,20
1141.34,21
1415.58,22
1523.63,23
1272.54,24
1210.2,25
1302.49,26
1306.41,27
1165.95,28
1337.0,29
1382.1,30
1447.27,31
1496.91,32
1450.14,33
1275.58,34
1195.06,35
1338.2,36
1406.36,37
1055.69,38
1387.6,39
1303.5,40
1321.96,41
1312.97,42
1441.82,43
1297.47,44
1185.56,45
1275.18,46
1321.74,47
1202.5,48
1060.66,49
1159.47,50
1344.15,51
1320.33,52
