powerInW,timeInMinutes
3.54,0
3.15,1
2.8,2
2.75,3
3.04,4
3.31,5
2.87,6
22.76,7
25.23,8
20.88,9
20.43,10
23.37,11
23.33,12
23.27,13
25.2,14
25.38,15
25.94,16
25.81,17
21.77,18
22.28,19
24.34,20
22.23,21
22.86,22
24.64,23
24.01,24
24.05,25
24.2,26
24.69,27
24.82,28
20.98,29
26.82,30
23.67,31
25.82,32
23.32,33
22.64,34
22.72,35
20.64,36
23.39,37
26.45,38
25.4,39
24.13,40
23.98,41
25.05,42
22.69,43
23.79,44
25.17,45
19.84,46
23.35,47
22.5,48
21.13,49
25.77,50
24.52,51
25.03,52
23.46,53
20.53,54
24.53,55
23.72,56
21.06,57
23.25,58
26.38,59
21.47,60
23.01,61
21.99,62
20.96,63
20.41,64
21.59,65
24.68,66
23.02,67
22.25,68
22.78,69
23.33,70
23.7,71
23.12,72
22.71,73
21.32,74
24.24,75
23.61,76
23.63,77
25.42,78
21.0,79
19.42,80
24.7,81
26.0,82
20.34,83
25.25,84
25.44,85
21.26,86
22.59,87
26.47,88
24.35,89
24.37,90
22.76,91
22.18,92
22.34,93
23.86,94
25.03,95
23.04,96
23.74,97
22.33,98
21.88,99
22.34,100
19.11,101
23.89,102
21.38,103
23.54,104
22.1,105
25.16,106
22.63,107
23.38,108
24.83,109
24.84,110
23.47,111
19.91,112
21.91,113
22.94,114
25.35,115
24.24,116
20.79,117
23.25,118
22.55,119
23.63,120
23.09,121
25.07,122
23.44,123
26.98,124
22.1,125
21.95,126
22.43,127
24.82,128
3.0,129
3.14,130
3.03,131
3.21,132
3.29,133
3.36,134
2.55,135
3.28,136
3.09,137
3.28,138
3.24,139
2.87,140
3.35,141
