powerInW,timeInMinutes
10.83,0
11.67,1
12.5,2
13.33,3
14.17,4
15.0,5
15.83,6
16.67,7
17.5,8
18.33,9
19.17,10
20.0,11
20.83,12
21.67,13
22.5,14
23.33,15
24.17,16
25.0,17
25.83,18
26.67,19
27.5,20
28.33,21
29.17,22
30.0,23
30.83,24
31.67,25
32.5,26
33.33,27
34.17,28
35.0,29
35.83,30
36.67,31
37.5,32
38.33,33
39.17,34
40.0,35
40.83,36
41.67,37
42.5,38
43.33,39
44.17,40
45.0,41
45.83,42
46.67,43
47.5,44
48.33,45
49.17,46
50.0,47
49.17,48
48.33,49
47.5,50
46.67,51
45.83,52
45.0,53
44.17,54
43.33,55
42.5,56
41.67,57
40.83,58
40.0,59
39.17,60
38.33,61
37.5,62
36.67,63
35.83,64
35.0,65
34.17,66
33.33,67
32.5,68
31.67,69
30.83,70
30.0,71
29.17,72
28.33,73
27.5,74
26.67,75
25.83,76
25.0,77
24.17,78
23.33,79
22.5,80
21.67,81
20.83,82
20.0,83
19.17,84
18.33,85
17.5,86
16.67,87
15.83,88
15.0,89
14.17,90
13.33,91
12.5,92
11.67,93
10.83,94
