powerInW,timeInMinutes
10.5,0
11.67,1
12.83,2
14.0,3
15.17,4
16.33,5
17.5,6
18.67,7
19.83,8
21.0,9
22.17,10
23.33,11
24.5,12
25.67,13
26.83,14
28.0,15
29.17,16
30.33,17
31.5,18
32.67,19
33.83,20
35.0,21
36.17,22
37.33,23
38.5,24
39.67,25
40.83,26
42.0,27
43.17,28
44.33,29
45.5,30
46.67,31
47.83,32
49.0,33
50.17,34
51.33,35
52.5,36
53.67,37
54.83,38
56.0,39
57.17,40
58.33,41
59.5,42
60.67,43
61.83,44
63.0,45
64.17,46
65.33,47
66.5,48
67.67,49
68.83,50
70.0,51
68.83,52
67.67,53
66.5,54
65.33,55
64.17,56
63.0,57
61.83,58
60.67,59
59.5,60
58.33,61
57.17,62
56.0,63
54.83,64
53.67,65
52.5,66
51.33,67
50.17,68
49.0,69
47.83,70
46.67,71
45.5,72
44.33,73
43.17,74
42.0,75
40.83,76
39.67,77
38.5,78
37.33,79
36.17,80
35.0,81
33.83,82
32.67,83
31.5,84
30.33,85
29.17,86
28.0,87
26.83,88
25.67,89
24.5,90
23.33,91
22.17,92
21.0,93
19.83,94
18.67,95
17.5,96
16.33,97
15.17,98
14.0,99
12.83,100
11.67,101
10.5,102
