powerInW,timeInMinutes
1165.82,0
1077.97,1
971.38,2
977.11,3
1258.91,4
1155.15,5
1016.88,6
1247.91,7
1126.75,8
973.66,9
1028.37,10
523.39,11
1054.65,12
1247.94,13
1157.61,14
699.99,15
919.33,16
926.04,17
870.49,18
820.34,19
1202.14,20
871.05,21
986.9,22
1174.55,23
595.79,24
1179.86,25
1131.89,26
911.79,27
811.09,28
1141.4,29
1010.78,30
1072.95,31
1139.2,32
856.01,33
1107.24,34
1263.4,35
68.12,36
800.52,37
1125.4,38
1289.29,39
317.67,40
550.01,41
1015.95,42
1065.69,43
912.45,44
379.2,45
1236.8,46
1072.23,47
895.59,48
108.57,49
1087.16,50
1065.9,51
853.04,52
335.25,53
577.07,54
1178.11,55
1249.19,56
306.76,57
889.86,58
1005.29,59
1154.53,60
512.09,61
334.56,62
1228.29,63
832.85,64
384.54,65
1119.66,66
547.85,67
861.06,68
609.91,69
891.48,70
633.8,71
572.63,72
917.78,73
532.98,74
1226.35,75
436.45,76
1072.21,77
599.02,78
472.71,79
980.37,80
1092.75,81
866.0,82
51.94,83
1169.22,84
1281.97,85
534.78,86
682.38,87
1184.1,88
508.52,89
540.8,90
908.86,91
926.04,92
906.86,93
677.06,94
807.58,95
900.32,96
533.93,97
1099.38,98
491.01,99
645.63,100
848.7,101
1096.35,102
69.16,103
936.54,104
1158.07,105
1029.81,106
123.15,107
832.01,108
1050.4,109
581.12,110
806.45,111
1138.2,112
318.24,113
867.68,114
764.6,115
