powerInW,timeInMinutes
1175.09,0
1149.68,1
1145.75,2
828.11,3
887.09,4
998.27,5
1137.42,6
872.2,7
1027.15,8
1201.48,9
1136.37,10
1219.12,11
1216.26,12
708.87,13
1264.13,14
1059.54,15
1317.38,16
597.5,17
1166.65,18
1190.48,19
1239.41,20
1019.27,21
747.83,22
1146.64,23
1142.48,24
985.56,25
1031.43,26
481.17,27
1027.82,28
1079.09,29
854.76,30
1050.95,31
909.04,32
1153.81,33
1047.84,34
982.76,35
778.95,36
870.45,37
1087.1,38
1160.92,39
862.52,40
1249.56,41
89.42,42
921.99,43
978.46,44
1053.69,45
317.21,46
577.18,47
849.98,48
947.13,49
1246.05,50
880.13,51
331.88,52
1103.23,53
1215.51,54
955.77,55
85.43,56
1172.91,57
1009.83,58
1211.75,59
1044.61,60
305.72,61
560.87,62
890.5,63
1141.15,64
329.07,65
771.33,66
1009.13,67
958.69,68
582.39,69
621.45,70
350.4,71
1109.62,72
1068.01,73
894.18,74
319.0,75
1096.97,76
490.02,77
874.17,78
833.35,79
842.4,80
1011.62,81
586.35,82
514.33,83
1169.0,84
614.23,85
1024.53,86
408.1,87
1157.97,88
428.56,89
594.59,90
432.21,91
995.31,92
1211.08,93
822.39,94
52.06,95
967.85,96
932.0,97
547.1,98
535.13,99
601.76,100
1173.41,101
581.49,102
630.9,103
791.9,104
1330.06,105
843.91,106
623.61,107
860.09,108
721.63,109
804.06,110
886.67,111
609.74,112
1277.19,113
636.63,114
619.4,115
1178.03,116
1210.24,117
77.39,118
777.48,119
1146.42,120
1079.68,121
1251.86,122
145.41,123
911.93,124
1094.98,125
702.29,126
716.44,127
942.72,128
336.55,129
848.04,130
869.44,131
793.69,132
