powerInW,timeInMinutes
139.2,0
140.1,1
140.7,2
139.7,3
140.9,4
140.3,5
140.8,6
140.7,7
141.5,8
142.44,9
142.3,10
142.0,11
142.1,12
142.11,13
142.5,14
142.7,15
142.6,16
142.25,17
142.62,18
143.0,19
142.3,20
143.7,21
143.0,22
142.2,23
143.0,24
143.0,25
143.4,26
143.1,27
143.6,28
143.0,29
143.33,30
143.7,31
143.2,32
143.33,33
143.86,34
143.43,35
143.0,36
143.0,37
144.0,38
143.8,39
144.5,40
144.0,41
144.2,42
143.8,43
144.33,44
143.89,45
143.56,46
144.22,47
144.2,48
144.0,49
144.8,50
144.0,51
143.1,52
143.82,53
144.1,54
144.6,55
144.1,56
143.5,57
144.12,58
144.1,59
143.4,60
144.9,61
143.9,62
144.0,63
144.0,64
143.7,65
144.5,66
144.56,67
144.6,68
144.33,69
144.3,70
144.5,71
143.8,72
144.56,73
144.12,74
144.5,75
144.44,76
145.0,77
145.0,78
144.1,79
144.22,80
144.0,81
144.1,82
144.1,83
144.3,84
143.89,85
144.44,86
144.0,87
144.33,88
144.12,89
144.4,90
144.2,91
144.1,92
144.7,93
143.6,94
144.5,95
144.22,96
144.0,97
144.5,98
144.44,99
144.27,100
144.2,101
144.0,102
144.0,103
31.2,104
