powerInW,timeInMinutes
868.83,0
903.79,1
852.07,2
909.52,3
883.14,4
1033.29,5
842.6,6
866.97,7
860.8,8
828.32,9
857.81,10
908.78,11
977.04,12
889.53,13
783.63,14
883.2,15
878.13,16
809.37,17
981.21,18
781.95,19
939.78,20
906.74,21
828.54,22
871.52,23
895.96,24
857.45,25
825.82,26
836.09,27
1008.36,28
877.15,29
793.17,30
880.06,31
952.87,32
842.82,33
796.81,34
835.77,35
869.43,36
987.8,37
763.85,38
917.78,39
854.09,40
832.06,41
960.02,42
793.71,43
843.37,44
917.94,45
848.74,46
788.01,47
986.37,48
890.9,49
921.45,50
760.78,51
828.96,52
881.74,53
857.05,54
905.79,55
805.24,56
954.59,57
887.24,58
925.09,59
831.47,60
883.41,61
800.22,62
843.55,63
903.08,64
770.73,65
915.52,66
831.0,67
833.49,68
845.68,69
818.96,70
708.97,71
775.03,72
