powerInW,timeInMinutes
122.46,0
162.89,1
152.67,2
176.75,3
159.0,4
198.92,5
116.1,6
140.64,7
150.03,8
172.6,9
148.82,10
167.09,11
176.81,12
145.33,13
159.26,14
150.64,15
139.07,16
164.14,17
159.86,18
177.97,19
187.96,20
141.06,21
164.02,22
122.9,23
156.97,24
177.49,25
155.33,26
156.1,27
150.26,28
150.44,29
157.07,30
152.09,31
170.0,32
144.75,33
160.16,34
163.74,35
173.63,36
177.37,37
143.74,38
151.47,39
152.43,40
154.65,41
181.54,42
158.17,43
148.29,44
157.91,45
137.33,46
165.67,47
117.4,48
162.29,49
157.15,50
174.14,51
154.62,52
170.8,53
184.48,54
134.56,55
149.54,56
161.8,57
160.92,58
149.38,59
125.76,60
