powerInW,timeInMinutes
182.17,0
150.82,1
139.48,2
135.78,3
135.82,4
148.51,5
161.38,6
140.01,7
154.08,8
141.71,9
138.69,10
148.08,11
158.39,12
135.81,13
155.38,14
139.18,15
141.91,16
177.21,17
160.1,18
149.32,19
127.91,20
141.12,21
177.59,22
154.94,23
140.94,24
161.38,25
159.28,26
164.86,27
145.41,28
190.1,29
150.53,30
173.85,31
160.21,32
160.55,33
148.5,34
131.69,35
144.48,36
142.71,37
158.38,38
162.49,39
169.15,40
142.16,41
158.38,42
173.24,43
167.62,44
165.64,45
169.91,46
162.27,47
144.1,48
134.13,49
148.3,50
