powerInW,timeInMinutes
1653.79,0
1926.88,1
1840.46,2
1415.85,3
1519.3,4
1693.46,5
1825.92,6
1727.74,7
1563.57,8
1778.62,9
1620.19,10
1509.33,11
1615.31,12
1894.7,13
1709.77,14
1703.35,15
1831.53,16
2068.91,17
1950.97,18
1659.41,19
1722.61,20
1645.52,21
1608.81,22
1624.09,23
1553.5,24
1666.2,25
1860.69,26
1640.62,27
1814.81,28
1887.11,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
1716.05,35
1546.09,36
1804.19,37
1737.56,38
1460.85,39
1393.59,40
1879.9,41
1807.17,42
2027.75,43
1502.48,44
1573.89,45
1639.06,46
2014.95,47
1902.32,48
1847.04,49
1777.38,50
1607.6,51
1644.69,52
1808.23,53
1761.92,54
1381.02,55
1795.07,56
1905.88,57
1350.47,58
1689.26,59
1746.11,60
1936.58,61
1488.32,62
1896.92,63
1676.77,64
1726.21,65
