powerInW,timeInMinutes
1711.6,0
1598.45,1
1720.82,2
1421.51,3
1825.93,4
1479.76,5
1520.6,6
1883.25,7
1707.63,8
1616.83,9
1884.3,10
1766.13,11
1498.73,12
1637.04,13
1657.81,14
1560.88,15
1484.26,16
1955.72,17
1941.65,18
1920.01,19
1521.72,20
1532.96,21
1908.08,22
1729.56,23
1617.62,24
1681.76,25
1771.59,26
0.0,27
0.0,28
0.0,29
0.0,30
0.0,31
1782.39,32
1566.45,33
1762.73,34
1582.59,35
1669.0,36
1957.91,37
1920.54,38
1662.94,39
1660.6,40
1838.67,41
1443.89,42
1236.05,43
1698.05,44
1536.37,45
1737.43,46
1723.02,47
1627.33,48
1957.21,49
1782.58,50
1650.21,51
1672.44,52
1716.49,53
1758.64,54
2009.6,55
1881.68,56
1648.17,57
1617.86,58
1698.31,59
1687.15,60
1702.33,61
1795.21,62
