powerInW,timeInMinutes
157.37,0
151.08,1
198.97,2
158.0,3
159.87,4
141.1,5
162.78,6
178.42,7
160.93,8
162.45,9
174.98,10
160.05,11
166.1,12
165.19,13
156.62,14
134.73,15
147.17,16
171.52,17
149.58,18
142.4,19
174.71,20
147.87,21
144.26,22
161.15,23
155.9,24
144.33,25
161.22,26
160.42,27
135.24,28
177.46,29
171.72,30
146.54,31
161.47,32
146.1,33
130.66,34
169.98,35
174.99,36
184.93,37
146.71,38
145.1,39
165.79,40
169.35,41
154.99,42
148.13,43
158.97,44
153.5,45
148.12,46
128.94,47
165.12,48
139.91,49
166.64,50
158.47,51
140.3,52
164.42,53
158.26,54
136.51,55
141.88,56
166.33,57
164.68,58
163.88,59
131.94,60
153.92,61
151.17,62
123.63,63
132.64,64
153.83,65
164.31,66
134.78,67
140.28,68
143.99,69
132.16,70
161.03,71
150.26,72
