powerInW,timeInMinutes
59.96,0
59.96,1
29.74,2
122.2,3
1319.96,4
1560.06,5
1439.9,6
1560.06,7
2099.99,8
2159.96,9
2040.02,10
2040.02,11
1253.86,12
3937.49,13
2135.58,14
2099.99,15
2160.19,16
2099.99,17
2159.96,18
2099.99,19
2099.99,20
2099.99,21
2099.99,22
2159.96,23
1980.06,24
179.9,25
120.16,26
179.9,27
179.9,28
120.16,29
179.9,30
180.13,31
179.9,32
119.93,33
420.0,34
2040.02,35
1679.99,36
118.19,37
121.97,38
179.9,39
120.16,40
119.93,41
176.95,42
120.16,43
121.97,44
179.9,45
120.16,46
117.97,47
186.1,48
118.2,49
119.93,50
179.9,51
180.13,52
119.93,53
179.9,54
180.13,55
119.93,56
180.13,57
119.93,58
59.96,59
59.96,60
59.47,61
180.13,62
182.95,63
119.93,64
60.2,65
60.2,66
59.97,67
176.95,68
183.18,69
119.93,70
59.97,71
38.27,72
133.77,73
121.97,74
59.96,75
59.97,76
119.93,77
177.18,78
182.95,79
120.16,80
179.9,81
179.9,82
120.17,83
59.96,84
119.93,85
240.1,86
59.97,87
59.97,88
59.97,89
59.97,90
59.97,91
59.97,92
59.97,93
59.97,94
59.97,95
59.97,96
59.97,97
59.97,98
59.97,99
59.97,100
59.97,101
59.97,102
59.97,103
59.97,104
59.97,105
59.97,106
59.97,107
59.97,108
59.97,109
59.97,110
59.97,111
59.97,112
59.97,113
59.97,114
59.97,115
59.97,116
59.97,117
59.97,118
59.97,119
59.97,120
59.97,121
59.97,122
59.97,123
59.97,124
59.97,125
59.97,126
59.97,127
59.97,128
59.97,129
59.97,130
59.97,131
59.97,132
59.97,133
59.97,134
59.97,135
59.97,136
59.97,137
59.97,138
59.97,139
59.97,140
59.97,141
59.97,142
59.97,143
59.97,144
59.97,145
59.97,146
0.0,147
