powerInW,timeInMinutes
979.0,0
1959.3,1
2460.3,2
2474.22,3
2452.36,4
1281.12,5
2461.82,6
2463.4,7
2469.1,8
1758.8,9
1728.1,10
2436.5,11
2108.29,12
1014.88,13
1483.14,14
2072.86,15
1704.0,16
1155.57,17
2008.2,18
1282.7,19
1962.33,20
2189.67,21
1825.91,22
1552.33,23
1548.6,24
1614.64,25
2143.62,26
1936.0,27
1892.5,28
1551.8,29
1787.57,30
1974.2,31
2113.57,32
1568.25,33
1746.3,34
1990.2,35
1901.0,36
1706.78,37
1336.0,38
2470.0,39
1819.14,40
174.75,41
172.71,42
121.33,43
169.78,44
171.62,45
173.27,46
171.2,47
135.6,48
169.0,49
169.4,50
172.3,51
137.12,52
0.0,53
