powerInW,timeInMinutes
93.74,0
98.49,1
101.04,2
91.22,3
86.94,4
98.08,5
94.85,6
76.72,7
75.23,8
101.57,9
85.52,10
79.04,11
92.63,12
71.49,13
87.2,14
92.47,15
92.56,16
107.8,17
66.18,18
80.77,19
89.43,20
95.22,21
92.61,22
77.06,23
91.69,24
93.33,25
91.38,26
84.2,27
76.06,28
91.25,29
95.74,30
92.3,31
86.02,32
97.56,33
71.82,34
93.19,35
91.35,36
106.37,37
84.78,38
92.57,39
87.21,40
101.95,41
95.69,42
90.04,43
98.07,44
99.25,45
84.94,46
89.2,47
87.04,48
81.95,49
75.17,50
78.65,51
79.6,52
101.15,53
90.83,54
92.97,55
97.27,56
97.63,57
