powerInW,timeInMinutes
108.36,0
143.02,1
111.31,2
97.15,3
108.27,4
113.8,5
118.74,6
119.11,7
133.52,8
98.09,9
112.96,10
114.59,11
116.67,12
114.51,13
113.42,14
116.36,15
138.7,16
114.2,17
116.0,18
139.29,19
110.42,20
123.29,21
116.22,22
110.83,23
124.87,24
109.46,25
126.78,26
132.68,27
130.0,28
125.12,29
108.4,30
108.69,31
116.47,32
136.44,33
115.93,34
100.69,35
120.13,36
108.08,37
120.63,38
114.4,39
126.91,40
129.59,41
119.4,42
128.23,43
122.62,44
134.63,45
86.19,46
103.03,47
99.97,48
108.9,49
123.68,50
118.53,51
138.41,52
116.18,53
134.87,54
132.46,55
110.42,56
111.19,57
132.2,58
108.92,59
100.71,60
99.23,61
100.5,62
135.63,63
109.94,64
122.92,65
110.99,66
113.01,67
