powerInW,timeInMinutes
91.57,0
90.15,1
99.52,2
83.88,3
89.88,4
94.51,5
82.44,6
104.83,7
92.03,8
77.77,9
107.24,10
94.85,11
82.67,12
87.92,13
93.68,14
87.16,15
97.49,16
89.59,17
90.09,18
92.89,19
90.05,20
80.11,21
89.91,22
88.36,23
93.74,24
108.04,25
75.75,26
92.81,27
77.85,28
96.28,29
95.9,30
95.12,31
87.58,32
110.11,33
88.69,34
103.37,35
92.81,36
92.57,37
93.55,38
79.47,39
83.7,40
86.85,41
78.42,42
87.49,43
80.49,44
90.47,45
66.13,46
71.5,47
86.12,48
101.46,49
83.62,50
95.46,51
79.7,52
77.68,53
86.59,54
92.11,55
77.98,56
107.1,57
