powerInW,timeInMinutes
400.0,0
400.0,1
400.0,2
400.0,3
400.0,4
400.0,5
400.0,6
400.0,7
400.0,8
400.0,9
400.0,10
400.0,11
400.0,12
400.0,13
400.0,14
400.0,15
400.0,16
400.0,17
400.0,18
400.0,19
400.0,20
400.0,21
400.0,22
400.0,23
400.0,24
400.0,25
400.0,26
400.0,27
400.0,28
270.0,29
270.0,30
270.0,31
270.0,32
270.0,33
270.0,34
200.0,35
200.0,36
200.0,37
200.0,38
200.0,39
200.0,40
200.0,41
270.0,42
270.0,43
270.0,44
270.0,45
270.0,46
200.0,47
200.0,48
200.0,49
200.0,50
200.0,51
200.0,52
200.0,53
200.0,54
200.0,55
200.0,56
200.0,57
200.0,58
200.0,59
400.0,60
400.0,61
400.0,62
400.0,63
470.0,64
470.0,65
470.0,66
470.0,67
470.0,68
420.0,69
