powerInW,timeInMinutes
156.67,0
167.42,1
174.38,2
141.98,3
180.41,4
164.06,5
138.35,6
176.27,7
163.0,8
170.68,9
159.15,10
155.8,11
179.18,12
151.74,13
180.11,14
166.51,15
149.57,16
127.21,17
154.64,18
156.02,19
103.68,20
152.21,21
183.81,22
148.74,23
165.92,24
157.57,25
156.16,26
171.18,27
173.11,28
145.43,29
140.89,30
158.75,31
148.57,32
152.47,33
171.28,34
151.77,35
173.71,36
174.34,37
142.72,38
166.64,39
146.76,40
168.07,41
150.09,42
152.85,43
134.07,44
125.83,45
160.36,46
158.21,47
157.31,48
154.47,49
146.01,50
154.93,51
153.51,52
152.17,53
156.83,54
152.33,55
147.87,56
170.97,57
138.02,58
141.38,59
153.07,60
174.42,61
