powerInW,timeInMinutes
173.98,0
137.12,1
164.91,2
123.32,3
145.67,4
152.03,5
174.33,6
165.09,7
161.53,8
151.58,9
168.86,10
130.86,11
161.56,12
150.05,13
162.73,14
138.2,15
156.14,16
181.38,17
142.56,18
166.38,19
168.0,20
137.19,21
158.81,22
177.2,23
158.93,24
169.22,25
191.48,26
139.11,27
170.68,28
165.08,29
183.43,30
165.91,31
135.87,32
153.6,33
138.29,34
175.16,35
163.85,36
163.89,37
138.71,38
148.08,39
160.66,40
167.33,41
155.1,42
131.31,43
179.59,44
162.72,45
147.13,46
158.54,47
160.62,48
130.85,49
138.84,50
154.45,51
147.88,52
158.76,53
146.52,54
155.97,55
152.91,56
158.24,57
181.81,58
150.61,59
146.69,60
175.02,61
170.9,62
