powerInW,timeInMinutes
1674.3,0
1681.71,1
1466.06,2
1694.25,3
1376.53,4
1667.59,5
1617.16,6
1309.4,7
1663.87,8
1444.36,9
1713.8,10
1623.37,11
1887.19,12
1413.98,13
1451.09,14
494.7,15
456.53,16
554.76,17
521.36,18
441.06,19
419.82,20
489.08,21
436.86,22
369.56,23
490.6,24
536.2,25
468.84,26
541.62,27
578.25,28
490.99,29
449.04,30
481.06,31
533.3,32
547.7,33
488.67,34
549.54,35
457.42,36
554.2,37
525.44,38
449.56,39
486.16,40
563.82,41
389.6,42
482.72,43
486.36,44
569.97,45
501.0,46
534.87,47
452.74,48
494.83,49
390.27,50
414.04,51
575.92,52
435.66,53
512.59,54
498.01,55
504.83,56
518.37,57
460.71,58
507.47,59
426.37,60
435.08,61
547.12,62
495.29,63
454.29,64
440.28,65
508.71,66
490.06,67
414.77,68
482.55,69
517.77,70
500.18,71
531.71,72
448.92,73
405.26,74
405.55,75
455.13,76
533.4,77
586.6,78
451.48,79
514.88,80
476.38,81
505.34,82
532.32,83
423.64,84
491.1,85
492.68,86
461.55,87
471.13,88
522.52,89
517.7,90
495.99,91
504.31,92
513.38,93
520.19,94
495.26,95
440.79,96
496.62,97
481.85,98
523.3,99
569.49,100
390.71,101
435.23,102
481.08,103
474.41,104
539.78,105
430.89,106
549.04,107
448.47,108
468.23,109
454.02,110
528.76,111
528.21,112
620.8,113
587.5,114
503.55,115
469.29,116
478.66,117
422.39,118
521.85,119
495.1,120
445.87,121
477.89,122
490.4,123
512.26,124
416.51,125
548.04,126
451.56,127
456.52,128
561.76,129
510.53,130
487.46,131
441.93,132
479.61,133
585.62,134
421.09,135
442.86,136
438.11,137
523.64,138
512.92,139
