powerInW,timeInMinutes
1607.59,0
1542.73,1
1551.64,2
1779.55,3
1751.46,4
1722.08,5
1603.67,6
1519.96,7
1885.29,8
1895.74,9
1495.55,10
1627.48,11
1478.72,12
1598.31,13
1695.52,14
1417.98,15
1700.52,16
480.63,17
405.77,18
552.76,19
477.8,20
493.57,21
535.64,22
530.18,23
471.51,24
579.97,25
462.62,26
602.36,27
436.35,28
481.23,29
449.26,30
406.58,31
428.16,32
548.72,33
467.64,34
612.74,35
404.71,36
484.76,37
529.84,38
613.44,39
507.02,40
526.0,41
418.12,42
538.23,43
469.9,44
531.3,45
524.16,46
527.07,47
500.5,48
459.5,49
541.66,50
552.33,51
341.35,52
510.69,53
528.29,54
481.13,55
400.31,56
550.36,57
603.2,58
520.45,59
549.04,60
581.02,61
514.96,62
591.88,63
509.26,64
568.26,65
493.7,66
542.15,67
486.86,68
598.84,69
495.6,70
478.4,71
480.61,72
575.73,73
517.32,74
471.41,75
521.21,76
580.62,77
528.16,78
503.47,79
569.92,80
588.41,81
547.38,82
458.44,83
394.53,84
456.71,85
553.11,86
574.7,87
506.13,88
442.74,89
525.91,90
498.29,91
499.66,92
430.45,93
404.23,94
492.79,95
556.6,96
567.57,97
493.59,98
576.57,99
474.53,100
435.82,101
568.0,102
441.29,103
515.08,104
467.76,105
483.32,106
585.61,107
466.93,108
492.38,109
420.22,110
493.29,111
522.22,112
480.27,113
468.67,114
478.2,115
533.96,116
474.89,117
403.74,118
501.42,119
463.13,120
552.93,121
526.57,122
485.97,123
477.14,124
558.98,125
482.64,126
479.6,127
508.46,128
453.1,129
495.02,130
464.6,131
552.55,132
529.02,133
537.58,134
454.47,135
606.93,136
455.32,137
352.2,138
449.4,139
510.43,140
475.54,141
520.59,142
601.07,143
588.21,144
530.89,145
537.69,146
465.15,147
454.45,148
576.25,149
520.67,150
394.8,151
528.91,152
505.38,153
485.96,154
378.44,155
