powerInW,timeInMinutes
173.97,0
162.44,1
172.4,2
150.52,3
170.95,4
159.04,5
157.42,6
159.4,7
161.09,8
146.46,9
185.78,10
166.26,11
146.16,12
137.82,13
130.49,14
164.16,15
186.82,16
103.28,17
145.25,18
176.54,19
137.2,20
139.3,21
158.75,22
161.95,23
176.12,24
162.19,25
151.76,26
149.62,27
142.32,28
153.4,29
177.22,30
148.68,31
162.6,32
128.67,33
164.31,34
159.91,35
139.72,36
150.42,37
158.36,38
142.67,39
163.52,40
138.86,41
162.49,42
160.78,43
157.58,44
147.47,45
185.26,46
147.37,47
136.05,48
143.47,49
162.4,50
147.76,51
148.42,52
104.13,53
143.0,54
153.68,55
151.48,56
159.7,57
166.9,58
170.48,59
157.28,60
165.82,61
