powerInW,timeInMinutes
2209.83,0
2141.45,1
2603.14,2
2213.5,3
2363.26,4
2478.86,5
2086.48,6
2365.61,7
2584.81,8
2225.64,9
2441.42,10
2751.97,11
1911.44,12
2299.0,13
2409.62,14
2663.18,15
2102.1,16
2403.08,17
207.1,18
176.33,19
195.97,20
223.39,21
264.33,22
226.93,23
235.95,24
259.63,25
223.91,26
266.69,27
232.24,28
233.88,29
238.45,30
224.32,31
260.29,32
230.99,33
239.49,34
236.51,35
184.1,36
270.81,37
210.79,38
250.77,39
261.51,40
212.82,41
257.11,42
215.03,43
219.62,44
287.65,45
266.47,46
281.64,47
221.29,48
208.0,49
235.92,50
274.8,51
229.08,52
236.0,53
221.58,54
198.37,55
256.75,56
234.18,57
269.82,58
218.99,59
243.97,60
256.91,61
217.6,62
267.34,63
243.33,64
261.83,65
218.25,66
201.08,67
218.74,68
220.35,69
220.45,70
211.88,71
217.29,72
217.03,73
235.12,74
219.75,75
211.15,76
239.31,77
249.49,78
227.55,79
290.34,80
234.19,81
246.74,82
244.58,83
222.16,84
229.04,85
234.35,86
238.21,87
196.34,88
217.93,89
203.42,90
221.83,91
218.32,92
236.39,93
220.43,94
217.51,95
248.23,96
234.24,97
269.68,98
184.98,99
223.71,100
251.56,101
280.7,102
270.51,103
261.94,104
245.0,105
222.7,106
196.68,107
1936.36,108
2259.25,109
2598.34,110
2122.81,111
2212.49,112
2677.3,113
2303.84,114
2120.18,115
2290.98,116
2210.34,117
2180.32,118
1995.69,119
2691.66,120
