powerInW,timeInMinutes
68.64,0
125.53,1
118.15,2
145.74,3
139.02,4
1188.67,5
2120.56,6
2114.71,7
2102.74,8
2107.52,9
2124.75,10
2129.79,11
1299.39,12
151.61,13
142.43,14
1620.38,15
1748.51,16
148.47,17
140.44,18
150.81,19
150.82,20
143.85,21
143.98,22
147.66,23
149.8,24
138.72,25
134.79,26
144.91,27
302.19,28
2095.18,29
399.49,30
141.25,31
147.63,32
148.25,33
147.34,34
141.67,35
137.29,36
135.0,37
137.87,38
136.27,39
137.86,40
143.97,41
138.3,42
138.14,43
140.44,44
143.27,45
139.5,46
143.48,47
137.57,48
134.92,49
131.42,50
139.85,51
140.58,52
188.87,53
244.45,54
294.33,55
242.7,56
229.48,57
229.61,58
275.8,59
270.08,60
132.05,61
112.7,62
119.08,63
156.13,64
225.82,65
275.95,66
254.91,67
231.54,68
218.93,69
213.99,70
262.56,71
263.93,72
129.19,73
93.44,74
148.0,75
186.17,76
253.67,77
284.57,78
236.98,79
215.18,80
217.51,81
228.96,82
276.84,83
260.59,84
191.58,85
111.49,86
129.15,87
106.05,88
139.67,89
134.96,90
125.09,91
87.32,92
76.79,93
73.9,94
262.74,95
66.4,96
62.6,97
64.89,98
64.47,99
