powerInW,timeInMinutes
176.85,0
157.85,1
167.68,2
148.05,3
155.72,4
143.13,5
172.25,6
152.64,7
149.09,8
138.71,9
172.57,10
139.07,11
126.96,12
133.88,13
150.0,14
155.38,15
166.71,16
144.96,17
138.03,18
166.41,19
150.33,20
165.23,21
135.98,22
148.91,23
144.6,24
142.53,25
150.85,26
128.44,27
158.81,28
158.63,29
159.24,30
143.02,31
149.72,32
188.47,33
165.15,34
180.0,35
145.67,36
169.33,37
158.06,38
154.03,39
167.07,40
157.2,41
146.2,42
157.61,43
178.32,44
170.47,45
138.37,46
169.85,47
161.28,48
158.18,49
158.92,50
161.27,51
133.77,52
152.06,53
151.56,54
156.77,55
180.73,56
124.47,57
190.07,58
175.5,59
124.91,60
167.96,61
143.69,62
152.1,63
155.08,64
144.15,65
142.17,66
164.17,67
178.9,68
