powerInW,timeInMinutes
24.0,0
74.0,1
72.0,2
63.0,3
72.0,4
63.0,5
72.0,6
63.0,7
72.0,8
75.0,9
72.0,10
88.0,11
75.0,12
84.0,13
74.0,14
73.0,15
62.0,16
25.0,17
88.0,18
2265.0,19
2230.0,20
2235.0,21
2262.0,22
2274.0,23
2210.0,24
2216.0,25
2206.0,26
2197.0,27
2200.0,28
2169.0,29
2167.0,30
87.0,31
88.0,32
79.0,33
86.0,34
72.0,35
83.0,36
87.0,37
77.0,38
87.0,39
72.0,40
79.0,41
72.0,42
72.0,43
70.0,44
66.0,45
70.0,46
66.0,47
70.0,48
66.0,49
70.0,50
66.0,51
70.0,52
66.0,53
70.0,54
66.0,55
70.0,56
69.0,57
70.0,58
86.0,59
81.0,60
85.0,61
86.0,62
78.0,63
87.0,64
70.0,65
86.0,66
85.0,67
82.0,68
86.0,69
70.0,70
79.0,71
87.0,72
69.0,73
87.0,74
69.0,75
67.0,76
70.0,77
66.0,78
69.0,79
66.0,80
108.0,81
42.0,82
92.0,83
27.0,84
139.0,85
69.0,86
61.0,87
69.0,88
71.0,89
69.0,90
30.0,91
26.0,92
2297.0,93
2209.0,94
2209.0,95
2208.0,96
2204.0,97
2194.0,98
2204.0,99
2213.0,100
2206.0,101
2194.0,102
2193.0,103
2187.0,104
2153.0,105
2156.0,106
2151.0,107
2159.0,108
2154.0,109
0.0,110
0.0,111
0.0,112
28.0,113
