powerInW,timeInMinutes
20.0,0
20.0,1
20.0,2
20.0,3
20.0,4
20.0,5
20.0,6
20.0,7
20.0,8
20.0,9
20.0,10
20.0,11
20.0,12
20.0,13
20.0,14
20.0,15
20.0,16
20.0,17
20.0,18
20.0,19
20.0,20
20.0,21
20.0,22
20.0,23
20.0,24
20.0,25
20.0,26
20.0,27
20.0,28
20.0,29
20.0,30
20.0,31
20.0,32
40.0,33
40.0,34
40.0,35
40.0,36
40.0,37
40.0,38
40.0,39
40.0,40
40.0,41
40.0,42
40.0,43
40.0,44
40.0,45
40.0,46
40.0,47
40.0,48
40.0,49
40.0,50
40.0,51
40.0,52
40.0,53
40.0,54
40.0,55
40.0,56
40.0,57
40.0,58
20.0,59
20.0,60
20.0,61
20.0,62
20.0,63
20.0,64
20.0,65
20.0,66
20.0,67
20.0,68
20.0,69
20.0,70
20.0,71
20.0,72
20.0,73
20.0,74
20.0,75
20.0,76
20.0,77
20.0,78
20.0,79
20.0,80
20.0,81
20.0,82
20.0,83
20.0,84
20.0,85
20.0,86
20.0,87
20.0,88
20.0,89
20.0,90
20.0,91
20.0,92
20.0,93
20.0,94
20.0,95
20.0,96
20.0,97
20.0,98
20.0,99
20.0,100
20.0,101
20.0,102
20.0,103
20.0,104
20.0,105
20.0,106
20.0,107
20.0,108
20.0,109
20.0,110
20.0,111
20.0,112
20.0,113
20.0,114
50.0,115
50.0,116
50.0,117
50.0,118
50.0,119
50.0,120
50.0,121
50.0,122
50.0,123
50.0,124
50.0,125
50.0,126
50.0,127
30.0,128
30.0,129
30.0,130
30.0,131
30.0,132
30.0,133
30.0,134
30.0,135
30.0,136
30.0,137
30.0,138
30.0,139
30.0,140
30.0,141
