powerInW,timeInMinutes
80.75,0
92.89,1
92.0,2
92.0,3
92.38,4
93.22,5
93.44,6
93.67,7
93.56,8
93.44,9
93.33,10
93.33,11
93.44,12
93.33,13
93.44,14
93.11,15
93.25,16
92.89,17
92.89,18
93.11,19
93.0,20
93.11,21
92.89,22
93.0,23
93.33,24
93.0,25
92.11,26
92.44,27
93.3,28
93.0,29
93.44,30
93.0,31
93.0,32
92.75,33
92.89,34
93.22,35
92.67,36
92.88,37
92.67,38
92.78,39
92.78,40
93.0,41
92.78,42
92.89,43
92.89,44
93.44,45
92.56,46
92.67,47
92.44,48
92.5,49
93.11,50
93.38,51
92.75,52
92.67,53
92.88,54
92.89,55
92.5,56
92.38,57
92.44,58
92.78,59
92.75,60
92.78,61
92.6,62
92.78,63
92.89,64
92.89,65
92.67,66
93.12,67
93.11,68
92.56,69
90.0,70
89.38,71
89.22,72
89.0,73
91.78,74
92.88,75
92.89,76
92.88,77
92.88,78
92.56,79
93.0,80
93.0,81
92.78,82
92.56,83
92.62,84
92.38,85
92.5,86
92.25,87
93.0,88
93.0,89
92.88,90
92.75,91
92.78,92
92.5,93
92.75,94
92.0,95
92.88,96
92.38,97
92.33,98
92.12,99
92.78,100
92.62,101
93.0,102
92.0,103
92.75,104
99.12,105
110.0,106
110.38,107
110.3,108
111.0,109
110.88,110
110.78,111
110.62,112
110.78,113
110.62,114
110.75,115
111.0,116
110.62,117
110.5,118
111.0,119
110.3,120
110.62,121
65.12,122
19.33,123
75.75,124
92.38,125
92.33,126
92.14,127
92.12,128
92.25,129
92.0,130
92.12,131
92.25,132
92.0,133
83.0,134
