powerInW,timeInMinutes
16.82,0
16.18,1
18.87,2
15.39,3
15.48,4
18.21,5
17.84,6
15.97,7
13.86,8
16.18,9
15.08,10
15.07,11
16.52,12
15.9,13
15.73,14
15.71,15
16.63,16
16.85,17
14.88,18
18.67,19
16.43,20
11.9,21
15.93,22
14.5,23
19.71,24
15.27,25
15.27,26
13.45,27
15.42,28
16.19,29
17.89,30
15.65,31
17.81,32
17.49,33
17.77,34
16.97,35
16.95,36
13.83,37
17.0,38
15.76,39
18.12,40
15.48,41
16.2,42
18.07,43
17.53,44
16.03,45
18.24,46
19.3,47
16.72,48
14.94,49
16.79,50
17.84,51
15.82,52
15.53,53
16.22,54
15.83,55
19.64,56
14.43,57
16.88,58
16.08,59
