powerInW,timeInMinutes
26.11,0
23.64,1
23.17,2
28.56,3
26.08,4
26.06,5
25.66,6
28.21,7
24.14,8
24.81,9
26.18,10
23.7,11
26.02,12
25.89,13
24.54,14
26.67,15
25.83,16
22.72,17
23.39,18
24.68,19
26.97,20
24.95,21
24.38,22
26.22,23
26.68,24
26.83,25
27.07,26
24.74,27
25.56,28
26.91,29
26.3,30
24.55,31
24.45,32
26.73,33
26.32,34
24.83,35
27.74,36
24.68,37
25.05,38
28.71,39
23.48,40
27.06,41
27.31,42
24.83,43
24.67,44
25.06,45
28.49,46
25.8,47
25.25,48
26.98,49
25.05,50
26.46,51
26.81,52
26.71,53
25.95,54
25.92,55
