powerInW,timeInMinutes
114.0,0
94.14,1
82.38,2
77.56,3
87.38,4
93.22,5
94.12,6
94.89,7
94.5,8
94.4,9
93.75,10
93.78,11
93.89,12
93.12,13
93.0,14
93.12,15
93.0,16
92.5,17
92.44,18
92.12,19
92.0,20
91.5,21
91.33,22
91.25,23
90.89,24
91.0,25
91.22,26
90.78,27
90.25,28
90.22,29
90.25,30
89.89,31
89.88,32
89.89,33
89.5,34
89.22,35
89.62,36
89.22,37
89.11,38
88.88,39
88.56,40
88.75,41
88.44,42
88.25,43
88.33,44
88.0,45
88.0,46
88.22,47
87.75,48
87.33,49
87.25,50
87.33,51
87.0,52
86.44,53
86.88,54
86.89,55
45.5,56
