powerInW,timeInMinutes
16.75,0
18.57,1
15.67,2
16.04,3
16.97,4
15.65,5
12.42,6
16.07,7
16.14,8
16.66,9
15.99,10
16.69,11
15.57,12
17.73,13
16.09,14
15.82,15
15.37,16
12.41,17
14.47,18
14.47,19
13.72,20
16.52,21
17.4,22
15.27,23
18.34,24
14.14,25
17.53,26
14.94,27
15.0,28
17.65,29
15.88,30
15.09,31
16.0,32
14.63,33
19.21,34
16.54,35
18.85,36
16.63,37
13.71,38
16.69,39
14.97,40
18.82,41
14.84,42
16.56,43
17.85,44
18.4,45
16.76,46
14.72,47
16.68,48
16.95,49
14.87,50
16.43,51
17.09,52
15.37,53
15.23,54
17.47,55
18.12,56
12.62,57
16.47,58
16.28,59
18.19,60
17.75,61
15.25,62
13.45,63
16.79,64
15.44,65
15.0,66
14.26,67
18.2,68
17.72,69
16.37,70
16.52,71
