powerInW,timeInMinutes
25.61,0
24.8,1
27.72,2
27.56,3
23.55,4
25.77,5
27.92,6
26.47,7
26.78,8
25.49,9
24.12,10
25.04,11
25.09,12
24.69,13
25.51,14
25.72,15
26.4,16
25.27,17
24.96,18
25.26,19
23.68,20
26.48,21
22.05,22
25.02,23
26.66,24
23.04,25
23.58,26
24.31,27
25.01,28
24.84,29
27.07,30
23.34,31
25.48,32
25.74,33
26.3,34
23.36,35
26.47,36
28.91,37
26.71,38
24.91,39
24.84,40
26.73,41
25.97,42
24.68,43
28.82,44
26.72,45
27.8,46
24.87,47
25.84,48
27.88,49
25.76,50
25.42,51
25.55,52
25.11,53
26.27,54
26.0,55
26.81,56
26.16,57
28.18,58
26.3,59
