powerInW,timeInMinutes
27.05,0
27.5,1
26.58,2
27.27,3
25.14,4
24.91,5
26.48,6
24.93,7
28.81,8
26.56,9
29.78,10
26.1,11
27.8,12
25.72,13
23.35,14
26.53,15
28.64,16
23.96,17
26.78,18
27.58,19
27.39,20
25.55,21
26.73,22
22.98,23
27.16,24
24.65,25
28.29,26
27.37,27
25.2,28
25.57,29
29.36,30
26.81,31
23.01,32
26.21,33
27.72,34
25.14,35
27.19,36
26.3,37
24.93,38
24.7,39
25.67,40
28.12,41
25.91,42
24.16,43
25.42,44
25.99,45
26.28,46
23.13,47
23.17,48
24.2,49
27.1,50
27.26,51
26.98,52
29.42,53
25.26,54
27.26,55
25.61,56
26.55,57
24.77,58
26.38,59
