powerInW,timeInMinutes
60.0,0
60.0,1
60.0,2
60.0,3
60.0,4
60.0,5
60.0,6
60.0,7
60.0,8
60.0,9
60.0,10
60.0,11
60.0,12
70.0,13
70.0,14
70.0,15
70.0,16
70.0,17
70.0,18
60.0,19
60.0,20
60.0,21
60.0,22
60.0,23
60.0,24
60.0,25
60.0,26
60.0,27
60.0,28
60.0,29
60.0,30
60.0,31
60.0,32
60.0,33
60.0,34
60.0,35
60.0,36
60.0,37
60.0,38
60.0,39
60.0,40
70.0,41
70.0,42
70.0,43
70.0,44
70.0,45
70.0,46
60.0,47
40.0,48
40.0,49
40.0,50
40.0,51
40.0,52
40.0,53
40.0,54
40.0,55
40.0,56
40.0,57
40.0,58
40.0,59
40.0,60
40.0,61
40.0,62
20.0,63
20.0,64
20.0,65
20.0,66
20.0,67
20.0,68
20.0,69
20.0,70
20.0,71
20.0,72
20.0,73
20.0,74
20.0,75
20.0,76
20.0,77
20.0,78
20.0,79
20.0,80
20.0,81
20.0,82
20.0,83
20.0,84
20.0,85
20.0,86
20.0,87
20.0,88
20.0,89
20.0,90
20.0,91
20.0,92
20.0,93
20.0,94
20.0,95
20.0,96
20.0,97
20.0,98
30.0,99
30.0,100
30.0,101
30.0,102
30.0,103
30.0,104
30.0,105
30.0,106
30.0,107
30.0,108
30.0,109
30.0,110
30.0,111
30.0,112
30.0,113
30.0,114
30.0,115
30.0,116
30.0,117
30.0,118
20.0,119
20.0,120
20.0,121
20.0,122
20.0,123
20.0,124
20.0,125
20.0,126
20.0,127
20.0,128
20.0,129
20.0,130
20.0,131
20.0,132
