powerInW,timeInMinutes
16.32,0
18.23,1
17.45,2
19.08,3
16.88,4
17.75,5
13.95,6
15.79,7
16.74,8
17.28,9
16.64,10
17.17,11
15.44,12
20.1,13
17.51,14
16.76,15
14.04,16
13.19,17
13.69,18
17.05,19
17.7,20
16.65,21
17.34,22
19.13,23
17.12,24
19.43,25
18.78,26
16.08,27
19.07,28
16.75,29
17.3,30
18.27,31
16.21,32
16.05,33
15.23,34
15.27,35
15.43,36
17.05,37
13.95,38
14.96,39
21.06,40
17.13,41
12.8,42
17.25,43
15.17,44
17.0,45
15.14,46
13.76,47
17.78,48
17.31,49
17.83,50
15.3,51
16.35,52
15.04,53
16.31,54
16.03,55
15.99,56
16.72,57
18.43,58
15.79,59
15.02,60
19.58,61
15.25,62
14.04,63
18.88,64
17.11,65
